id,Title,Content,Excerpt,Date,"Post Type",Permalink,"Parent Product ID",SKU,Price,"Regular Price","Sale Price","Stock Status",Stock,Visibility,"External Product URL","Total Sales","Attribute Name (pa_test)","Attribute Value (pa_test)","Attribute In Variations (pa_test)","Attribute Is Visible (pa_test)","Attribute Is Taxonomy (pa_test)","Attribute Name (pa_trucks)","Attribute Value (pa_trucks)","Attribute In Variations (pa_trucks)","Attribute Is Visible (pa_trucks)","Attribute Is Taxonomy (pa_trucks)","Attribute Name (pa_wheels)","Attribute Value (pa_wheels)","Attribute In Variations (pa_wheels)","Attribute Is Visible (pa_wheels)","Attribute Is Taxonomy (pa_wheels)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL","Product Type","Product Categories","Product Tags",Status,Author,Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold IndivIDually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","WC Rating Count","WC Review Count","WC Average Rating","Min Variation Price","Max Variation Price","Min Price Variation ID","Max Price Variation ID","Min Variation Regular Price","Max Variation Regular Price","Min Regular Price Variation ID","Max Regular Price Variation ID","Min Variation Sale Price","Max Variation Sale Price","Min Sale Price Variation ID","Max Sale Price Variation ID","Out of stock?",Section,"Section 1 - icone","Section 2 - icone","Section 3 - icone","Section 1 -  Titre","Section 2 -  Titre","Section 3 -  Titre","Section 1 - Description","Section 2 - Description","Section 3 - Description","Texte en blanc?",Sous-titre,"Visionneuse haut","Fond de lentête",Longueur,Largeur,Wheelbase,Spécifications,"Spécification en noir","Lien vers le complete","Nom et Nom complet","Tag line",Description,"Grosse image","Position géographique","Username Instagram",Map,"Section gauche","Section droite","Liste des vidéos","Catégorie sélectionnée","Section : Visionneuse","Section : Texte dinformation (titre)","Section : Texte dinformation (texte)","Section : Newsletter","Section : Newsletter (image)","Fond de lentête","Section : Texte dinformation (titre)","Section : Texte dinformation (texte)","Fond de lentête","Section : Texte dinformation (titre)","Section : Texte dinformation (texte)","Fond de l'entête","Section : Texte d'information (titre)","Section : Texte d'information (texte)"
1641,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=satinblue50,332,332-1641,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Satin Blue 180mm 50° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=white43,332,332-1637,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks White 180mm 43° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=mattkienzle,332,332-1640,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Matt Kienzle Signature 180mm 50° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=gold43,332,332-1638,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Gold 180mm 43° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=savantselectroluxe50,332,332-1635,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Electro Luxe 180mm 50° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=gunmetalsavants50,332,332-1636,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal Grey 180mm 50° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=satinred50,332,332-1639,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Satin Red 180mm 50° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=165savantselectroluxe43,332,332-1631,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Electro Luxe 165mm 43° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=paris169tkp,332,332-1629,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Street Trucks RAW 169mm TKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=gunmetalsavants43,332,332-1634,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal Grey 180mm 43° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=165savantsgunmetal50,332,332-1630,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=savantselectroluxe43,332,332-1633,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Electro Luxe 180mm 43° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=onsens&attribute_pa_trucks=165savantsgunmetal43,332,332-1632,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal Grey 165mm 43° RKP",yes,yes,yes,Wheels,"Onsen 100a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=tiffany50,332,332-1627,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Tiffany White 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=tiffany50,332,332-1627,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Tiffany White 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=matteblack50,332,332-1626,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Matte Black 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=satinblue50,332,332-1625,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Satin Blue 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=satinred50,332,332-1623,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Satin Red 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=gunmetalsavants43,332,332-1619,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal Grey 180mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=savantselectroluxe43,332,332-1618,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Electro Luxe 180mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=mattkienzle,332,332-1624,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Matt Kienzle Signature 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=savantselectroluxe50,332,332-1620,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Electro Luxe 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=white43,332,332-1621,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks White 180mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=gold43,332,332-1622,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Gold 180mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=matteblack50,332,332-1611,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Matte Black 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=tiffany50,332,332-1612,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Tiffany White 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=165savantsgunmetal50,332,332-1615,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=165savantselectroluxe43,332,332-1616,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Electro Luxe 165mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=150mmblack,332,332-1613,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Black 150mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=paris169tkp,332,332-1614,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Street Trucks RAW 169mm TKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs80a&attribute_pa_trucks=165savantsgunmetal43,332,332-1617,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal Grey 165mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 80a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=white43,332,332-1606,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks White 180mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=savantselectroluxe50,332,332-1604,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Electro Luxe 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=gunmetalsavants50,332,332-1605,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal Grey 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=satinred50,332,332-1608,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Satin Red 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=gold43,332,332-1607,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Gold 180mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=satinblue50,332,332-1610,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Satin Blue 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=mattkienzle,332,332-1609,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Matt Kienzle Signature 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs86a&attribute_pa_trucks=tiffany50,332,332-1597,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Tiffany White 180mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 86a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs83a&attribute_pa_trucks=gunmetalsavants43,332,332-1603,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Savants Gunmetal Grey 180mm 43° RKP",yes,yes,yes,Wheels,"Skiffs 83a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,"Hibiscus complete",,,20170402,product,http://www.zenitboards.com/product/the-freeride-complete/?attribute_pa_wheels=skiffs86a&attribute_pa_trucks=150mmblack,332,332-1598,,,,instock,,,,,Test,,no,no,no,Trucks,"Paris Trucks Black 150mm 50° RKP",yes,yes,yes,Wheels,"Skiffs 86a",yes,yes,yes,,,,,,,,variable,,,publish,2,the-freeride-complete,,,the-freeride-complete,10,open,closed,20170402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
