id,Title,Content,SKU,"Product Type","Parent Product ID",Trucks,Wheels,"Product Attributes","Regular Price"
1705,"Hibiscus Complet",,1694-1705,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Onsen 100a",,100
1702,"Hibiscus Complet",,1694-1702,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Skiffs 86a",,100
1706,"Hibiscus Complet",,1694-1706,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Zenit 78a - 60mm",,100
1707,"Hibiscus Complet",,1694-1707,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Zenit 78a - 70mm",,100
1708,"Hibiscus Complet",,1694-1708,variable,1694,"Paris Trucks Savants Electro Luxe 165mm 43° RKP","Kegels 80a",,100
1709,"Hibiscus Complet",,1694-1709,variable,1694,"Paris Trucks Savants Electro Luxe 165mm 43° RKP","Kegels 83a",,100
1704,"Hibiscus Complet",,1694-1704,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Skiffs 80a",,100
1703,"Hibiscus Complet",,1694-1703,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Skiffs 83a",,100
1695,"Hibiscus Complet",,1694-1695,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Kegels 80a",,100
1696,"Hibiscus Complet",,1694-1696,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Kegels 83a",,100
1697,"Hibiscus Complet",,1694-1697,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Kilmer 83a",,100
1698,"Hibiscus Complet",,1694-1698,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Kilmer 80a",,100
1699,"Hibiscus Complet",,1694-1699,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Orangatang Keanu 86a 66mm",,100
1700,"Hibiscus Complet",,1694-1700,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Orangatang Keanu 83a 66mm",,100
1701,"Hibiscus Complet",,1694-1701,variable,1694,"Paris Trucks Savants Gunmetal grey 165mm 50° RKP","Orangatang Keanu 80a 66mm",,100
565,Hibiscus,,565,simple,0,,,a:0:{},120
564,Alaia,,564,simple,0,,,a:0:{},120
563,"MARBLE 40",,563,simple,0,,,a:0:{},190
562,"MARBLE 38",,562,simple,0,,,a:0:{},190
561,"ROCKET V2",,561,simple,0,,,a:0:{},200
560,JIG,,560,simple,0,,,a:0:{},200
559,AB,,559,simple,0,,,a:0:{},200
558,"Morning Wood",,558,simple,0,,,a:0:{},150
555,Cruise,,555,simple,0,,,a:0:{},140
554,Choka,,554,simple,0,,,a:0:{},120
566,Shred,,566,simple,0,,,a:0:{},150
